"Aahaaaaaaa Aaahaaaaa
Mera geet adhura hain koi bikhre taare sajaa de
Mera geet adhura hain.Geet mera ek sundar sapna ek jhilmil tasveer
Raat ka saathi ek sitara raahi ki taqdeer
Dil mein mere machle rahe rahe ke hardam rahe yeh teer
Koi bhikre taare sajaa de mera geet adhura hain.In sansoo ki sargam puchh the saubaar
Paas bhi ho door bhi ho kaun ho tum uss paar
Tum jo milo tho geet ho pura mil jaye mann ke taar
Mera geet adhura hain koi bhikre taare sajaa de
Mera geet adhura hain.",C
"Eh hey, aa ha ha ha
(Jab se main tujhse mila hoon
Tab se hoon tera deewana) - 2
Pehle to main bekhabar tha
Chaahat ko ab maine jaana
Jab se main tujhse mila hoon
Tab se hoon tera deewana
(Jaaneman teri mohabbat mein
Na jaane kaisa nasha hai
Na hai khabar din ki
Na raat ka bhi pataa hai) - 2
Deewaangi hai, kya bekhudi hai
Hey hey, aa ha ha ha
Jab se main tujhse mila hoon
Tab se hoon tera deewana
Pehle to main bekhabar tha
Chaahat ko ab maine jaana
Eh hey, aa ha ha ha
(Ab tanhaa tere bina
Ek pal bhi na jeena gawaara
Mujhko tere pyaar ki
Beqaraari ne maara) - 2
Mujhko chura le, apna bana le
Hey hey, aa ha ha ha
Jab se main tujhse mila hoon
Tab se hoon tera deewana
Pehle to main bekhabar tha
Chaahat ko ab maine jaana
Hey hey, aa ha ha ha
Eh hey, aa ha ha ha - 2",E
"Sapne mein bhi naa socha tha
Dil iss tarah sataayega
Bas char pal mein 
Koi is tarah se itna karib aayegaSapne mein bhi naa socha tha
Dil iss tarah sataayega
Bas char pal mein 
Jadu kisi ka sar chadh jaayegaBehka behka sa hai khumar
Hota nahi hai ab intezar
Lo aaj main kehta hoon.. ..
I love you
Love to love you..
I love you
Love to love you..
I love you [I love you]Zara zara sa ik nasha hai
Tere ehsaas mein..
Har pal kyun lagta hai ke
Nazrein hain talash mein..Ae ae ae ae ae ae ae aeKhoi khoi si har adaa mein
Tera intezar hai..
Nas-nas mein khalbali si
Kya yehi woh pyaar hai
Uljhe se hain saanson ke taar
Khud per bhi nahin hai ikhtiyar
Lo aaj main kehta hoon.. ..
I love you
Love to love you..
I love you
Love to love you..
I love you [I love you][Kaate nahin kat-te yeh din yeh raat
Kaate nahin kat-te yeh din yeh raat]Jaga jaga saa rehne laga
Raaton ka silsila
Lut lut ke kyun khush hua
Khwabon ka kaafilaAa... aa..Seeli seeli see yeh fizaayein
Aur saanson mein garmiyaan..
Thoda thoda saa izhaar
Saanson ke darmiyaan..
Fitrat mein farebi hai beshumar
Harkat pe nahin ab aitbar
Lo aaj main kehti hoon.. ..
I love you
Love to love you..
I love you
Love to love you..
I love... you... 
I love you
I love you
I love you[Ishq kataari dil pe chali hai
Dard-e-mohabbat kaise chhipaayein]",D
"meine dil tumhe de diya
meine dil tumhe de diya o sanaam
meine dil tumhe de diya
jaana nahi tha pyar ki gali mein
deewanepan ki yaar ki gali mein
lekin meine kar liya
ishq ragoon mein bahar liya
tumpe yakeen meine kar liya
meine dil tumhe de diya ooooo
meine dil tumhe de diya o sanaam
meine dil tumhe de diya
meine dil tumhe de diya o sanaam
meine dil tumhe de diya
jaana nahi tha pyar ki gali mein
deeewanepan ki yar ki gali mein
lakin meine kar liya
ishq ragoon mein bhar liya
tumpe yakeen meine kar liya
meine dil tumhe de diya ooooo
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
kar liya
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
bechain tha mein har ghadi
dil mein bhi thi chahat badi
lekin darta tha mein dil lagane se
darde dil sehne se chot khane se
tanha tanha din aur suni raaton se
haar gaya akhir apne jasbaton se
izhar mujhko karna nahi tha
chahat pe tere marna nahi tha
lakin meine kar liya
ishq ragoon mein bhar liya
tumpe yakeen meine kar liya
meine dil tumhe de diya ooooo
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
yeh prem to hai ek nasha
koi nahi ise bacha
ismein sukhun subho sham milta hai
iske dard mein bhi aram milth hai
koi isko maane ya na maane re
ishq kiya hai jisne wohi jaane re
deewana mujhko hoona nahi tha
deewanepan mein khoona nahi tha
lakin meine kar liya
ishq ragoon mein bhar liya
tumpe yakeen meine kar liya
meine dil tumhe de diya ooooo
meine dil tumhe de diya o sanaam
meine dil tumhe de diya,
meine dil tumhe de diya o sanaam
meine dil tumhe de diya",D
"Oh girl you're mine, oh girl you're mine
Tere ishq mein hadd se guzar jaun
Oh girl you're mine, oh girl you're mine
Ho tere ishq mein hadd se guzar jaun main
Jooth kahun to, kahun to
Kahun to marr jaun
Oh girl you're mine, oh girl you're mine
Sab tere hawale kar jaun main
Jooth kahun to, kahun to
Kahun to marr jaun
Oh girl you're mine, oh girl you're mine
Ik dooje se hum door ho, milne se kabhi majboor ho
Ye to chu bhi jo main kabhi to, kabhi to darr jaun
Oh girl you're mine, girl mineTere ishq mein hadd se guzar jaun main
Jooth kahun to, kahun to
Kahun to marr jaun
Oh boy you're mine, oh boy you're mine
Oh girl you're mine, oh girl you're mineBaahon mein barr ke meri jaan-e-jaan, de doon tujhe main dil ka jahaan
Har lamha tera hi khayal hai, tere bina hai rahat kahan
Banda tujhpe kurbaan hai, iss baat se tu anjaan hai
Banda tujhpe kurbaan hai, iss baat se tu anjaan hai
Sach kehta hoon main
Jooth kahun to, kahun to marr jaun
Oh girl you're mine, g g girl mine
Oh boy you're mine, oh boy you're mineTere ishq mein hadd se guzar jaun main
Jooth kahun to, kahun to
Kahun to marr jaun
Oh boy you're mine, oh boy you're mine
Oh girl you're mine, oh girl you're mineNa na nahin aayeo ..Haan zindagi hai teri hi vaaste, tu mere saanson ke kareeb hai
Tujhse judeh hai mere raaste, tu mere khwabon ka naseeb hai
Aa mera daman thaam le, kar pyaar na sab ke saamne
Aa mera daman thaam le, kar pyaar na sab ke saamne
Main sach kehti hoon
Jooth kahun to, kahun to marr jaun
Oh girl you're mine, g g girl mine
Oh girl you're mine, oh girl you're mine
Oh girl you're mine, oh girl you're mineTere ishq mein hadd se guzar jaun main
Jooth kahun to, kahun to
Kahun to marr jaun
Oh boy you're mine, oh boy you're mine
Boy mine, girl mine, boy mine, girl",E
"Ishq Leta Hai Aashiqon Ke Imtihaan
Aur Divaane Hans Ke De Dete Hain JaanIs Duniya Ne Divaane Ka Dard Na Jaana
Dil Ka Dushman Sadiyon Se Bedard Zamaana
Sab Kuchh Badala Par Na Badala Zulm Ka Vah Afasaana
Gam Ki Vahi Daastaan
Ishq Leta HaiDil Par Gam Ke Zakhm Bade Gahare Hote Hain
Kaise Ho Shikava Honthon Pe Pahare Hote Hain
Mandir Jaise Dil Tuute Hain Dharati Ne Dekha
Hai Dekha Kiya Aasmaan
Ishq Leta Hai",D
"Om...
Om Mangalam Bhagwan Vishnum
Mangalam Garud Dhwaja
Mangalam Pundarikaaksham
Mangalam Tano Hari
Mangalam Bhagwan Vishnum
Mangalam Garud DhwajaTauba main viah karke pachtaya
Tauba main viah karke[Aaha now listen to me carefully. 
Munh band rakh, eyes khuli
I am getting a many pair
Shopping for a dress
Ghar baith, kaam kar
TV chhod, clean the mess]Naagin jaisi julfen thi
Ab puri naagin wo
Haan nazren mujhko aati everyday
Thi chaand kabhi
Ab taare dikhlaati hai everyday
Thi jaan meri
Ab jaan jalaati hai ji everydayTewar ban gaye jewar
Jis din se ghar aayi wo
Chalti madam khata thokar main
Ho Rabba mere, baahar sahib
Ghar pe naukar main
Dekho ji kaise ringmaster se
Ban gaya joker mainSuperman se kehti [Aaha]
Super se oopar nahi [Aaha]
Koi bhi, koi bhi
Koi bhi isko na khush kar paya
Ho paape viah karke
Ho pape shaadi karke pachtaya
Main viah karke... hey... ae...",A
"A little sweet,a little sour
A little close not too far
All I need,all I need
All I need is to be free A little sweet,a little sour
A little close not too far
A little sweet,a little sour
A little close not too far
All I need All I need All I need is to be freeChoo loon main
Itna kareeb
Chal padun
To kitna doorA little sweet,a little sour
A little close not too farChoo loon main itna kareeb
Chal padun to kitna door
Sapno ka buna sweater sa warm
Safed baadalon ke paar
Mera jahaanLet me in without a shout
Let me in I have a doubt
Let me in without a shout
Let me in I have a doubt
There are more,many more,
Many many many more like meAkela nahin mainKhuli aankhon se neend mein chalta
Girta zyada kam sambhaltaAkela nahin manin
Khuli aankhon se neend mein chalta
Girta zyada kam sambhalta
Phir bhi na koi shaq na shubha
Nikalega phir se sooraj jo doobaHairat ho sabko aisa ajooba hai mera jahaanOpen eyed how I run how I run to the other sideOpen eyed how I run how I run to the other sideThen I glide like a bird I just want to beUdne ko sau oankh diye hai
Chadne ko khula aasmaanUdne ko sau oankh diye hai
Chadne ko khula aasmaan
Udnw ko hai karwat karwat
Aur badhne ko mera jahaanBachpan ke di chaar
Na aayenge baar baar
Jee le jee le mere yaar
Jeib khaali to udhaarJee zindagi",D
"Hunm...
Rass bheege saude ka ye
Khooni anjaam teri keh ke lunga
Teri keh ke lunga..
Khanjar se doodh gire aur
Ho qatle aao teri keh ke lunga
Teri keh ke lunga
Rass bheege saude ka ye
Khooni anjaamTeri keh ke lunga (Ke lunga)
Teri keh ke lunga.. (Ke lunga)
Khanjar se doodh gire aur
Ho qatle aao teri keh ke lunga (Ke lunga)
Teri keh ke lunga aa... (aa..)
Saanso ko saamp sungha ke
Jangli dil jatta la ke
Keh ke lunga
Teri keh ke lunga..Ho bichhoo se honth kata ke
Lori jehreeli ga ke
Keh ke lunga, keh ke lunga (repeat 3 times)
Teri keh ke loonga
Teri keh ke loonga
Loon ga..
Aa.. panghat ko bhi chur daane
Mar marghat ke daam
Teri keh ke lunga (repeat once more)Khulli hoon sadkein
Tambu thane chahe
Mil vil ho ya paas mehekma
Mehekma...
Jis mein bachna ho bachle...
Ye.. jis mein bachna ho bachle
Bach meri jaan teri keh ke lunga
Teri keh ke lunga..
Keh ke... keh ke... lungaKeh ke... lunga... lunga lunga
Ja tu ja.. ja tu ja lunga
Keh ke ja tu ja lunga
Ja tu ja ja tu ja
Ja tu ja dariya na ti sagar beech bajariya
Paatal mein ghuss ja..
Aa.. ghuss ja
Jismein ghussna ho ghuss le (repeat 2 times)
Ghuss meri jaan teri keh ke lungaTeri keh ke lunga....a.....a....
Keh ke lunga lunga (Oo a...)
Lunga Lunga Lunga (Oo a...) (repeat 2 times)",A
"Everybody In The Party Are You Ready Say Ex,Ex,Ex
Go With The Flow Say Plo,Oo
Ready For D Put The D To The E,E,E
Explode With Me,Explode
Yeah,I Know You Want Me,Get On The Floow
I Am Looking For That Special Girl,Get On The Floor
Goota Gotta Get On The Floor,Get On The Floor
Shano Shano. Get On The Floor,Shano Shano.
Shano Shano. Lets Start The Show,Shano Shano.
Shano Shano,Shano Shano
Shano Shano. Get On The Floor,Shano Shano.
Atke Atke,Kitne Latke,Deke Bulaye Tu
Ander Ander Beech Samunder,Dubki Khaye Tu
Shano Shano. Get On The Floor,Shano Shano.
Shano Shano,Shano Shano
Shano Shano. Get On The Floor,Shano Shano.Roz Yehin Par Aana,Jab Suraj Wapis Jaye
Aadha Din Ho Aadha,Oh Aadhe Raat Ke Saaye
Roz Yahin Se Jaana,Jab Suraj Sham Nahaye
Doob Raha Ho Aadha, Pani Mein Gaute Khaye
Pakka Shikari Hain,Pakka Shirkari
Aari Chalata Hain,Aari Aari Aari
Tune Chalye Hain,Barche Hazaron
Aapni To Pheli Hain,Baari Baari Baari
Pyala Pyala,Maika Pyala
Shano Shano. Get On The Floor,Shano Shano.
Shano Shano,Shano Shano
Shano Shano. Get On The Floor,Shano Shano.Khoobusoorath Aasha,Ek Talab Main Dekha,Aisa Wohh Shabab Dekha
Tez Hawa Se Uttra,To Pav Pe Chalna Hoga
Dhoop Mein Pav Jalenge,To Chove Mein Chalna Hoga
Hosh Ka Paani Chidko,Madhosi Ki Aankhon Par
Aapno Se Mat Uljho,Tum Gairon Ki Baaton Per
Udke Toh Dekho,Uchi Udari,Mit Jayegi Hasrat,Saari Saari Saari
Zindagi Koi Juwa Nahin Hai,Jisne Lagari Baazi,Hari Hari Hari
Pyala Pyala,Maika Pyala
Shano Shano. Get On The Floor,Shano Shano.
Shano Shano,Shano Shano
Shano Shano. Get On The Floor,Shano Shano.Shano Shano. Get On The Floor,Shano Shano.
Everybody In The Party Are You Ready Say Ex,Ex,Ex
Go With The Flow Say Plo,Oo
Ready For D Put The D To The E,E,E
Explode With Me,Explode",E
"Solah baras ki, solah baras ki
 Solah baras ki bali umar ko salaam
 Samay se pehle kya ye jo mile
 Bhole bhale man hue mele
 Life tujhe jo dena chahe
 Pehle aise hi tu jeene ki lele
 Kaam kaaz jo na ho karne
 Ab tu har bhoj ka
 Solah baras ki bali umar ko salaam
 O o o solah baras ki bali umar ko salaam Chaska hai yeh jaise charas ka
 Life mein height ki badhti taraska
 Umar kali solah phir bhi ye shola
 Maan lo kaise sala hai sau baras ka
 Naam rak ke dhaam pe banale apna naam
 Solah baras ki hosalaam
 Solah baras ki bali umar ko salaam",E
"Fizul hai tere bin mile joh mujko zindagi
Muje fasle naa dena tu kabi
Tere ishk ka hi ab to bas nighahon pe
Chada rahey nasha raath bharMain bi sarfira
Ho jaaoon tere liye
Tu bi sarfiri
Ho jaye mere liye
Main bhi sarfira
Ho jaun tere liye
Tu bhi sarfiriShots off, drinks down
Bottom of the bar can think now
I heard that you were crazy but that for maybe
We can kick like James Brown
Used that think that I was crazy believe me
She dont feel the same nowBolo duniya se aj tere mere
Beech mein ye aye na
Hum to milenge kulkey
Humko ankh ye dikaye naOh, log hain kaminey chain yeh to cheeney
Baaz nahi ayenge
Zidhi hain hum bhi
Manenge na pyar kiye jayengeFizul hai,
Tere bin khile ye mausam jo kabhi
Fizul hai..
Tere paas hi ab meri hai kushiTere ishk ka hi ab to
Bas nigahon pe chada rahe nasha
Raath bharMain bi sarfira
Ho jaaoon tere liye
Tu bi sarfiri
Ho jaye mere liye
Main bhi sarfira
Ho jaun tere liye
Tu bhi sarfiri",E
"Aankhein coffee peetey peetey mil rahi hai
Aankhein pyaar ke jhonkon se hil rahi hai
Aankhein pyaar ke dhaagon se sil rahi hai
Ye jo ho raha hai, accha lag raha hai
Nasha hai ye pehle pyaar ka
Asar ye naya hai, nazar ne kahaa hai
Palkon pe beth ja tu aa ke
Chaahe meri neend le ja chura keSaansein achaanak uchhalne lagi hain
Nazrein ye baatein ukalne lagi hain
Saansein achaanak uchhalne lagi
Nazrein ye baatein ukalne lagi
Dilchaspi khud pe yun din par
Din mujhpe badhne lagi haiYeh jo ho raha hai
Accha lag raha hai
Nasha hai ye pehle pyaar ka
Asar ye naya hai, nazar ne kahaa hai
Palkon pe beth ja tu aa ke
Chaahe meri neend le ja chura keAankhein coffee peete peete mil rahi hain
(mil rahi hain..)
Aankhein pyar ke jhonkon se hil rahi hain
(hil rahi hain..)",C
